freq_GHz,a,b,D,C,p_opt1,p_opt2,sigma2_1,sigma2_2,mu
18.00,0.5000,0.5000,10000,207470721.683926,1.000000,0.000000,0.000000,0.000000,1.432002
18.00,0.5095,0.5095,10000,207470669.135992,1.000000,0.000000,0.000000,0.000000,1.432003
18.00,0.5190,0.5190,10000,207470613.584892,1.000000,0.000000,0.000000,0.000000,1.432003
18.00,0.5285,0.5285,10000,207470554.871632,1.000000,0.000000,0.000000,0.000000,1.432003
18.00,0.5380,0.5380,10000,207470492.909732,1.000000,0.000000,0.000000,0.000000,1.432003
18.00,0.5475,0.5475,10000,207470427.581575,1.000000,0.000000,0.000000,0.000000,1.432003
18.00,0.5571,0.5571,10000,207470358.751395,1.000000,0.000000,0.000000,0.000000,1.432004
18.00,0.5666,0.5666,10000,207470286.296915,1.000000,0.000000,0.000000,0.000000,1.432004
18.00,0.5761,0.5761,10000,207470210.118103,1.000000,0.000000,0.000000,0.000000,1.432004
18.00,0.5856,0.5856,10000,207470130.067180,1.000000,0.000000,0.000000,0.000000,1.432005
18.00,0.5951,0.5951,10000,207470046.008106,1.000000,0.000000,0.000000,0.000000,1.432005
18.00,0.6046,0.6046,10000,207469957.833353,1.000000,0.000000,0.000000,0.000000,1.432005
18.00,0.6141,0.6141,10000,207469865.399810,1.000000,0.000000,0.000000,0.000000,1.432005
18.00,0.6236,0.6236,10000,207469768.554259,1.000000,0.000000,0.000000,0.000000,1.432006
18.00,0.6331,0.6331,10000,207469667.193054,1.000000,0.000000,0.000000,0.000000,1.432006
18.00,0.6426,0.6426,10000,207469561.149630,1.000000,0.000000,0.000000,0.000000,1.432007
18.00,0.6522,0.6522,10000,207469450.309150,1.000000,0.000000,0.000000,0.000000,1.432007
18.00,0.6617,0.6617,10000,207469334.499850,1.000000,0.000000,0.000000,0.000000,1.432007
18.00,0.6712,0.6712,10000,207469213.592330,1.000000,0.000000,0.000000,0.000000,1.432008
18.00,0.6807,0.6807,10000,207469087.423047,1.000000,0.000000,0.000000,0.000000,1.432008
18.00,0.6902,0.6902,10000,207468955.869105,1.000000,0.000000,0.000000,0.000000,1.432009
18.00,0.6997,0.6997,10000,207468818.757447,1.000000,0.000000,0.000000,0.000000,1.432009
18.00,0.7092,0.7092,10000,207468675.937786,1.000000,0.000000,0.000000,0.000000,1.432010
18.00,0.7187,0.7187,10000,207468527.259833,1.000000,0.000000,0.000000,0.000000,1.432010
18.00,0.7282,0.7282,10000,207468372.563209,1.000000,0.000000,0.000000,0.000000,1.432011
18.00,0.7377,0.7377,10000,207468211.681947,1.000000,0.000000,0.000000,0.000000,1.432011
18.00,0.7472,0.7472,10000,207468044.473720,1.000000,0.000000,0.000000,0.000000,1.432012
18.00,0.7568,0.7568,10000,207467870.731716,1.000000,0.000000,0.000000,0.000000,1.432013
18.00,0.7663,0.7663,10000,207467690.325342,1.000000,0.000000,0.000000,0.000000,1.432013
18.00,0.7758,0.7758,10000,207467503.084374,1.000000,0.000000,0.000000,0.000000,1.432014
18.00,0.7853,0.7853,10000,207467308.844774,1.000000,0.000000,0.000000,0.000000,1.432015
18.00,0.7948,0.7948,10000,207467107.383212,1.000000,0.000000,0.000000,0.000000,1.432015
18.00,0.8043,0.8043,10000,207466898.585631,1.000000,0.000000,0.000000,0.000000,1.432016
18.00,0.8138,0.8138,10000,207466682.239535,1.000000,0.000000,0.000000,0.000000,1.432017
18.00,0.8233,0.8233,10000,207466458.174543,1.000000,0.000000,0.000000,0.000000,1.432018
18.00,0.8328,0.8328,10000,207466226.208504,1.000000,0.000000,0.000000,0.000000,1.432018
18.00,0.8423,0.8423,10000,207465986.168804,1.000000,0.000000,0.000000,0.000000,1.432019
18.00,0.8519,0.8519,10000,207465737.856895,1.000000,0.000000,0.000000,0.000000,1.432020
18.00,0.8614,0.8614,10000,207465481.080922,1.000000,0.000000,0.000000,0.000000,1.432021
18.00,0.8709,0.8709,10000,207465215.657693,1.000000,0.000000,0.000000,0.000000,1.432022
18.00,0.8804,0.8804,10000,207464941.393993,1.000000,0.000000,0.000000,0.000000,1.432023
18.00,0.8899,0.8899,10000,207464658.109157,1.000000,0.000000,0.000000,0.000000,1.432024
18.00,0.8994,0.8994,10000,207464365.583140,1.000000,0.000000,0.000000,0.000000,1.432025
18.00,0.9089,0.9089,10000,207464063.644836,1.000000,0.000000,0.000000,0.000000,1.432026
18.00,0.9184,0.9184,10000,207463752.081597,1.000000,0.000000,0.000000,0.000000,1.432027
18.00,0.9279,0.9279,10000,207463430.667821,1.000000,0.000000,0.000000,0.000000,1.432028
18.00,0.9374,0.9374,10000,207463099.222866,1.000000,0.000000,0.000000,0.000000,1.432030
18.00,0.9469,0.9469,10000,207462757.555823,1.000000,0.000000,0.000000,0.000000,1.432031
18.00,0.9565,0.9565,10000,207462405.417352,1.000000,0.000000,0.000000,0.000000,1.432032
18.00,0.9660,0.9660,10000,207462042.637352,1.000000,0.000000,0.000000,0.000000,1.432033
18.00,0.9755,0.9755,10000,207461668.963789,1.000000,0.000000,0.000000,0.000000,1.432035
18.00,0.9850,0.9850,10000,207461284.224488,1.000000,0.000000,0.000000,0.000000,1.432036
18.00,0.9945,0.9945,10000,207460888.163209,1.000000,0.000000,0.000000,0.000000,1.432038
18.00,1.0040,1.0040,10000,207460480.566100,1.000000,0.000000,0.000000,0.000000,1.432039
18.00,1.0135,1.0135,10000,207460061.241596,1.000000,0.000000,0.000000,0.000000,1.432040
18.00,1.0230,1.0230,10000,207459629.945777,1.000000,0.000000,0.000000,0.000000,1.432042
18.00,1.0325,1.0325,10000,207459186.436934,1.000000,0.000000,0.000000,0.000000,1.432044
18.00,1.0420,1.0420,10000,207458730.528557,1.000000,0.000000,0.000000,0.000000,1.432045
18.00,1.0516,1.0516,10000,207458261.941845,1.000000,0.000000,0.000000,0.000000,1.432047
18.00,1.0611,1.0611,10000,207457780.468312,1.000000,0.000000,0.000000,0.000000,1.432049
18.00,1.0706,1.0706,10000,207457285.900964,1.000000,0.000000,0.000000,0.000000,1.432050
18.00,1.0801,1.0801,10000,207456777.950729,1.000000,0.000000,0.000000,0.000000,1.432052
18.00,1.0896,1.0896,10000,207456256.423992,1.000000,0.000000,0.000000,0.000000,1.432054
18.00,1.0991,1.0991,10000,207455721.044200,1.000000,0.000000,0.000000,0.000000,1.432056
18.00,1.1086,1.1086,10000,207455171.585393,1.000000,0.000000,0.000000,0.000000,1.432058
18.00,1.1181,1.1181,10000,207454607.831113,1.000000,0.000000,0.000000,0.000000,1.432060
18.00,1.1276,1.1276,10000,207454029.478268,1.000000,0.000000,0.000000,0.000000,1.432062
18.00,1.1371,1.1371,10000,207453436.314128,1.000000,0.000000,0.000000,0.000000,1.432064
18.00,1.1466,1.1466,10000,207452828.085151,1.000000,0.000000,0.000000,0.000000,1.432066
18.00,1.1562,1.1562,10000,207452204.540104,1.000000,0.000000,0.000000,0.000000,1.432069
18.00,1.1657,1.1657,10000,207451565.400580,1.000000,0.000000,0.000000,0.000000,1.432071
18.00,1.1752,1.1752,10000,207450910.442473,1.000000,0.000000,0.000000,0.000000,1.432073
18.00,1.1847,1.1847,10000,207450239.392686,1.000000,0.000000,0.000000,0.000000,1.432076
18.00,1.1942,1.1942,10000,207449551.976392,1.000000,0.000000,0.000000,0.000000,1.432078
18.00,1.2037,1.2037,10000,207448847.940205,1.000000,0.000000,0.000000,0.000000,1.432081
18.00,1.2132,1.2132,10000,207448127.026699,1.000000,0.000000,0.000000,0.000000,1.432083
18.00,1.2227,1.2227,10000,207447388.955800,1.000000,0.000000,0.000000,0.000000,1.432086
18.00,1.2322,1.2322,10000,207446633.452255,1.000000,0.000000,0.000000,0.000000,1.432088
18.00,1.2417,1.2417,10000,207445860.274570,1.000000,0.000000,0.000000,0.000000,1.432091
18.00,1.2513,1.2513,10000,207445069.117787,1.000000,0.000000,0.000000,0.000000,1.432094
18.00,1.2608,1.2608,10000,207444259.708652,1.000000,0.000000,0.000000,0.000000,1.432097
18.00,1.2703,1.2703,10000,207443431.773071,1.000000,0.000000,0.000000,0.000000,1.432100
18.00,1.2798,1.2798,10000,207442585.048741,1.000000,0.000000,0.000000,0.000000,1.432103
18.00,1.2893,1.2893,10000,207441719.228365,1.000000,0.000000,0.000000,0.000000,1.432106
18.00,1.2988,1.2988,10000,207440834.031424,1.000000,0.000000,0.000000,0.000000,1.432109
18.00,1.3083,1.3083,10000,207439929.196266,1.000000,0.000000,0.000000,0.000000,1.432112
18.00,1.3178,1.3178,10000,207439004.393451,1.000000,0.000000,0.000000,0.000000,1.432116
18.00,1.3273,1.3273,10000,207438059.352436,1.000000,0.000000,0.000000,0.000000,1.432119
18.00,1.3368,1.3368,10000,207437093.802061,1.000000,0.000000,0.000000,0.000000,1.432123
18.00,1.3463,1.3463,10000,207436107.404145,1.000000,0.000000,0.000000,0.000000,1.432126
18.00,1.3559,1.3559,10000,207435099.872937,1.000000,0.000000,0.000000,0.000000,1.432130
18.00,1.3654,1.3654,10000,207434070.931377,1.000000,0.000000,0.000000,0.000000,1.432133
18.00,1.3749,1.3749,10000,207433020.269086,1.000000,0.000000,0.000000,0.000000,1.432137
18.00,1.3844,1.3844,10000,207431947.572311,1.000000,0.000000,0.000000,0.000000,1.432141
18.00,1.3939,1.3939,10000,207430852.534498,1.000000,0.000000,0.000000,0.000000,1.432145
18.00,1.4034,1.4034,10000,207429734.870846,1.000000,0.000000,0.000000,0.000000,1.432149
18.00,1.4129,1.4129,10000,207428594.239756,1.000000,0.000000,0.000000,0.000000,1.432153
18.00,1.4224,1.4224,10000,207427430.357580,1.000000,0.000000,0.000000,0.000000,1.432157
18.00,1.4319,1.4319,10000,207426242.888615,1.000000,0.000000,0.000000,0.000000,1.432161
18.00,1.4414,1.4414,10000,207425031.519741,1.000000,0.000000,0.000000,0.000000,1.432166
18.00,1.4510,1.4510,10000,207423795.936561,1.000000,0.000000,0.000000,0.000000,1.432170
18.00,1.4605,1.4605,10000,207422535.824955,1.000000,0.000000,0.000000,0.000000,1.432175
18.00,1.4700,1.4700,10000,207421250.848326,1.000000,0.000000,0.000000,0.000000,1.432179
18.00,1.4795,1.4795,10000,207419940.702085,1.000000,0.000000,0.000000,0.000000,1.432184
18.00,1.4890,1.4890,10000,207418605.034423,1.000000,0.000000,0.000000,0.000000,1.432189
18.00,1.4985,1.4985,10000,207417243.539625,1.000000,0.000000,0.000000,0.000000,1.432194
18.00,1.5080,1.5080,10000,207415855.861380,1.000000,0.000000,0.000000,0.000000,1.432199
18.00,1.5175,1.5175,10000,207414441.713969,1.000000,0.000000,0.000000,0.000000,1.432204
18.00,1.5270,1.5270,10000,207413000.702066,1.000000,0.000000,0.000000,0.000000,1.432209
18.00,1.5365,1.5365,10000,207411532.514675,1.000000,0.000000,0.000000,0.000000,1.432214
18.00,1.5460,1.5460,10000,207410036.815329,1.000000,0.000000,0.000000,0.000000,1.432219
18.00,1.5556,1.5556,10000,207408513.262462,1.000000,0.000000,0.000000,0.000000,1.432225
18.00,1.5651,1.5651,10000,207406961.498965,1.000000,0.000000,0.000000,0.000000,1.432230
18.00,1.5746,1.5746,10000,207405381.223034,1.000000,0.000000,0.000000,0.000000,1.432236
18.00,1.5841,1.5841,10000,207403772.030886,1.000000,0.000000,0.000000,0.000000,1.432242
18.00,1.5936,1.5936,10000,207402133.580694,1.000000,0.000000,0.000000,0.000000,1.432248
18.00,1.6031,1.6031,10000,207400465.559526,1.000000,0.000000,0.000000,0.000000,1.432254
18.00,1.6126,1.6126,10000,207398767.572472,1.000000,0.000000,0.000000,0.000000,1.432260
18.00,1.6221,1.6221,10000,207397039.284644,1.000000,0.000000,0.000000,0.000000,1.432266
18.00,1.6316,1.6316,10000,207395280.348279,1.000000,0.000000,0.000000,0.000000,1.432272
18.00,1.6411,1.6411,10000,207393490.361062,1.000000,0.000000,0.000000,0.000000,1.432278
18.00,1.6507,1.6507,10000,207391668.993566,1.000000,0.000000,0.000000,0.000000,1.432285
18.00,1.6602,1.6602,10000,207389815.865961,1.000000,0.000000,0.000000,0.000000,1.432292
18.00,1.6697,1.6697,10000,207387930.629380,1.000000,0.000000,0.000000,0.000000,1.432298
18.00,1.6792,1.6792,10000,207386012.909374,1.000000,0.000000,0.000000,0.000000,1.432305
18.00,1.6887,1.6887,10000,207384062.319400,1.000000,0.000000,0.000000,0.000000,1.432312
18.00,1.6982,1.6982,10000,207382078.492512,1.000000,0.000000,0.000000,0.000000,1.432319
18.00,1.7077,1.7077,10000,207380061.054956,1.000000,0.000000,0.000000,0.000000,1.432327
18.00,1.7172,1.7172,10000,207378009.651047,1.000000,0.000000,0.000000,0.000000,1.432334
18.00,1.7267,1.7267,10000,207375923.866583,1.000000,0.000000,0.000000,0.000000,1.432341
18.00,1.7362,1.7362,10000,207373803.334137,1.000000,0.000000,0.000000,0.000000,1.432349
18.00,1.7457,1.7457,10000,207371647.666104,1.000000,0.000000,0.000000,0.000000,1.432357
18.00,1.7553,1.7553,10000,207369456.467669,1.000000,0.000000,0.000000,0.000000,1.432364
18.00,1.7648,1.7648,10000,207367229.397316,1.000000,0.000000,0.000000,0.000000,1.432372
18.00,1.7743,1.7743,10000,207364966.016688,1.000000,0.000000,0.000000,0.000000,1.432381
18.00,1.7838,1.7838,10000,207362665.938966,1.000000,0.000000,0.000000,0.000000,1.432389
18.00,1.7933,1.7933,10000,207360328.770650,1.000000,0.000000,0.000000,0.000000,1.432397
18.00,1.8028,1.8028,10000,207357954.159156,1.000000,0.000000,0.000000,0.000000,1.432406
18.00,1.8123,1.8123,10000,207355541.633122,1.000000,0.000000,0.000000,0.000000,1.432414
18.00,1.8218,1.8218,10000,207353090.839541,1.000000,0.000000,0.000000,0.000000,1.432423
18.00,1.8313,1.8313,10000,207350601.381056,1.000000,0.000000,0.000000,0.000000,1.432432
18.00,1.8408,1.8408,10000,207348072.810524,1.000000,0.000000,0.000000,0.000000,1.432441
18.00,1.8504,1.8504,10000,207345504.765085,1.000000,0.000000,0.000000,0.000000,1.432450
18.00,1.8599,1.8599,10000,207342896.818897,1.000000,0.000000,0.000000,0.000000,1.432459
18.00,1.8694,1.8694,10000,207340248.544920,1.000000,0.000000,0.000000,0.000000,1.432469
18.00,1.8789,1.8789,10000,207337559.571123,1.000000,0.000000,0.000000,0.000000,1.432479
18.00,1.8884,1.8884,10000,207334829.429284,1.000000,0.000000,0.000000,0.000000,1.432488
18.00,1.8979,1.8979,10000,207332057.745501,1.000000,0.000000,0.000000,0.000000,1.432498
18.00,1.9074,1.9074,10000,207329244.068348,1.000000,0.000000,0.000000,0.000000,1.432508
18.00,1.9169,1.9169,10000,207326387.981861,1.000000,0.000000,0.000000,0.000000,1.432519
18.00,1.9264,1.9264,10000,207323489.098125,1.000000,0.000000,0.000000,0.000000,1.432529
18.00,1.9359,1.9359,10000,207320546.936040,1.000000,0.000000,0.000000,0.000000,1.432539
18.00,1.9454,1.9454,10000,207317561.103761,1.000000,0.000000,0.000000,0.000000,1.432550
18.00,1.9550,1.9550,10000,207314531.169470,1.000000,0.000000,0.000000,0.000000,1.432561
18.00,1.9645,1.9645,10000,207311456.676914,1.000000,0.000000,0.000000,0.000000,1.432572
18.00,1.9740,1.9740,10000,207308337.231724,1.000000,0.000000,0.000000,0.000000,1.432583
18.00,1.9835,1.9835,10000,207305172.351678,1.000000,0.000000,0.000000,0.000000,1.432594
18.00,1.9930,1.9930,10000,207301961.620035,1.000000,0.000000,0.000000,0.000000,1.432606
18.00,2.0025,2.0025,10000,207298704.600279,1.000000,0.000000,0.000000,0.000000,1.432618
18.00,2.0120,2.0120,10000,207295400.856071,1.000000,0.000000,0.000000,0.000000,1.432629
18.00,2.0215,2.0215,10000,207292049.918360,1.000000,0.000000,0.000000,0.000000,1.432641
18.00,2.0310,2.0310,10000,207288651.364155,1.000000,0.000000,0.000000,0.000000,1.432654
18.00,2.0405,2.0405,10000,207285204.736321,1.000000,0.000000,0.000000,0.000000,1.432666
18.00,2.0501,2.0501,10000,207281709.558655,1.000000,0.000000,0.000000,0.000000,1.432678
18.00,2.0596,2.0596,10000,207278165.424364,1.000000,0.000000,0.000000,0.000000,1.432691
18.00,2.0691,2.0691,10000,207274571.826171,1.000000,0.000000,0.000000,0.000000,1.432704
18.00,2.0786,2.0786,10000,207270928.360317,1.000000,0.000000,0.000000,0.000000,1.432717
18.00,2.0881,2.0881,10000,207267234.508505,1.000000,0.000000,0.000000,0.000000,1.432730
18.00,2.0976,2.0976,10000,207263489.871601,1.000000,0.000000,0.000000,0.000000,1.432744
18.00,2.1071,2.1071,10000,207259693.946519,1.000000,0.000000,0.000000,0.000000,1.432757
18.00,2.1166,2.1166,10000,207255846.249278,1.000000,0.000000,0.000000,0.000000,1.432771
18.00,2.1261,2.1261,10000,207251946.351705,1.000000,0.000000,0.000000,0.000000,1.432785
18.00,2.1356,2.1356,10000,207247993.788099,1.000000,0.000000,0.000000,0.000000,1.432799
18.00,2.1451,2.1451,10000,207243988.043060,1.000000,0.000000,0.000000,0.000000,1.432814
18.00,2.1547,2.1547,10000,207239928.673358,1.000000,0.000000,0.000000,0.000000,1.432828
18.00,2.1642,2.1642,10000,207235815.186727,1.000000,0.000000,0.000000,0.000000,1.432843
18.00,2.1737,2.1737,10000,207231647.139886,1.000000,0.000000,0.000000,0.000000,1.432858
18.00,2.1832,2.1832,10000,207227423.997752,1.000000,0.000000,0.000000,0.000000,1.432873
18.00,2.1927,2.1927,10000,207223145.301037,1.000000,0.000000,0.000000,0.000000,1.432888
18.00,2.2022,2.2022,10000,207218810.594223,1.000000,0.000000,0.000000,0.000000,1.432904
18.00,2.2117,2.2117,10000,207214419.347876,1.000000,0.000000,0.000000,0.000000,1.432920
18.00,2.2212,2.2212,10000,207209971.080421,1.000000,0.000000,0.000000,0.000000,1.432935
18.00,2.2307,2.2307,10000,207205465.298929,1.000000,0.000000,0.000000,0.000000,1.432952
18.00,2.2402,2.2402,10000,207200901.543393,1.000000,0.000000,0.000000,0.000000,1.432968
18.00,2.2497,2.2497,10000,207196279.274669,1.000000,0.000000,0.000000,0.000000,1.432985
18.00,2.2593,2.2593,10000,207191598.013796,1.000000,0.000000,0.000000,0.000000,1.433001
18.00,2.2688,2.2688,10000,207186857.280566,1.000000,0.000000,0.000000,0.000000,1.433018
18.00,2.2783,2.2783,10000,207182056.538885,1.000000,0.000000,0.000000,0.000000,1.433036
18.00,2.2878,2.2878,10000,207177195.299192,1.000000,0.000000,0.000000,0.000000,1.433053
18.00,2.2973,2.2973,10000,207172273.060655,1.000000,0.000000,0.000000,0.000000,1.433071
18.00,2.3068,2.3068,10000,207167289.308336,1.000000,0.000000,0.000000,0.000000,1.433088
18.00,2.3163,2.3163,10000,207162243.513095,1.000000,0.000000,0.000000,0.000000,1.433107
18.00,2.3258,2.3258,10000,207157135.204452,1.000000,0.000000,0.000000,0.000000,1.433125
18.00,2.3353,2.3353,10000,207151963.831790,1.000000,0.000000,0.000000,0.000000,1.433143
18.00,2.3448,2.3448,10000,207146728.904344,1.000000,0.000000,0.000000,0.000000,1.433162
18.00,2.3544,2.3544,10000,207141429.879410,1.000000,0.000000,0.000000,0.000000,1.433181
18.00,2.3639,2.3639,10000,207136066.259419,1.000000,0.000000,0.000000,0.000000,1.433200
18.00,2.3734,2.3734,10000,207130637.502086,1.000000,0.000000,0.000000,0.000000,1.433220
18.00,2.3829,2.3829,10000,207125143.067490,1.000000,0.000000,0.000000,0.000000,1.433240
18.00,2.3924,2.3924,10000,207119582.480200,1.000000,0.000000,0.000000,0.000000,1.433260
18.00,2.4019,2.4019,10000,207113955.172249,1.000000,0.000000,0.000000,0.000000,1.433280
18.00,2.4114,2.4114,10000,207108260.620569,1.000000,0.000000,0.000000,0.000000,1.433300
18.00,2.4209,2.4209,10000,207102498.270564,1.000000,0.000000,0.000000,0.000000,1.433321
18.00,2.4304,2.4304,10000,207096667.617913,1.000000,0.000000,0.000000,0.000000,1.433342
18.00,2.4399,2.4399,10000,207090768.129253,1.000000,0.000000,0.000000,0.000000,1.433363
18.00,2.4494,2.4494,10000,207084799.231090,1.000000,0.000000,0.000000,0.000000,1.433384
18.00,2.4590,2.4590,10000,207078760.391322,1.000000,0.000000,0.000000,0.000000,1.433406
18.00,2.4685,2.4685,10000,207072651.091394,1.000000,0.000000,0.000000,0.000000,1.433428
18.00,2.4780,2.4780,10000,207066470.748239,1.000000,0.000000,0.000000,0.000000,1.433450
18.00,2.4875,2.4875,10000,207060218.832178,1.000000,0.000000,0.000000,0.000000,1.433473
18.00,2.4970,2.4970,10000,207053894.796679,1.000000,0.000000,0.000000,0.000000,1.433495
18.00,2.5065,2.5065,10000,207047498.106241,1.000000,0.000000,0.000000,0.000000,1.433518
18.00,2.5160,2.5160,10000,207041028.165449,1.000000,0.000000,0.000000,0.000000,1.433541
18.00,2.5255,2.5255,10000,207034484.419070,1.000000,0.000000,0.000000,0.000000,1.433565
18.00,2.5350,2.5350,10000,207027866.340686,1.000000,0.000000,0.000000,0.000000,1.433589
18.00,2.5445,2.5445,10000,207021173.360089,1.000000,0.000000,0.000000,0.000000,1.433613
18.00,2.5541,2.5541,10000,207014404.901868,1.000000,0.000000,0.000000,0.000000,1.433637
18.00,2.5636,2.5636,10000,207007560.382746,1.000000,0.000000,0.000000,0.000000,1.433662
18.00,2.5731,2.5731,10000,207000639.282689,1.000000,0.000000,0.000000,0.000000,1.433686
18.00,2.5826,2.5826,10000,206993641.001556,1.000000,0.000000,0.000000,0.000000,1.433712
18.00,2.5921,2.5921,10000,206986564.975699,1.000000,0.000000,0.000000,0.000000,1.433737
18.00,2.6016,2.6016,10000,206979410.609990,1.000000,0.000000,0.000000,0.000000,1.433763
18.00,2.6111,2.6111,10000,206972177.366796,1.000000,0.000000,0.000000,0.000000,1.433789
18.00,2.6206,2.6206,10000,206964864.628287,1.000000,0.000000,0.000000,0.000000,1.433815
18.00,2.6301,2.6301,10000,206957471.859173,1.000000,0.000000,0.000000,0.000000,1.433841
18.00,2.6396,2.6396,10000,206949998.438378,1.000000,0.000000,0.000000,0.000000,1.433868
18.00,2.6491,2.6491,10000,206942443.787622,1.000000,0.000000,0.000000,0.000000,1.433895
18.00,2.6587,2.6587,10000,206934807.330215,1.000000,0.000000,0.000000,0.000000,1.433923
18.00,2.6682,2.6682,10000,206927088.479295,1.000000,0.000000,0.000000,0.000000,1.433951
18.00,2.6777,2.6777,10000,206919286.642388,1.000000,0.000000,0.000000,0.000000,1.433979
18.00,2.6872,2.6872,10000,206911401.212741,1.000000,0.000000,0.000000,0.000000,1.434007
18.00,2.6967,2.6967,10000,206903431.617876,1.000000,0.000000,0.000000,0.000000,1.434036
18.00,2.7062,2.7062,10000,206895377.242607,1.000000,0.000000,0.000000,0.000000,1.434065
18.00,2.7157,2.7157,10000,206887237.489950,1.000000,0.000000,0.000000,0.000000,1.434094
18.00,2.7252,2.7252,10000,206879011.759202,1.000000,0.000000,0.000000,0.000000,1.434124
18.00,2.7347,2.7347,10000,206870699.462134,1.000000,0.000000,0.000000,0.000000,1.434153
18.00,2.7442,2.7442,10000,206862299.968860,1.000000,0.000000,0.000000,0.000000,1.434184
18.00,2.7538,2.7538,10000,206853812.680699,1.000000,0.000000,0.000000,0.000000,1.434214
18.00,2.7633,2.7633,10000,206845236.999898,1.000000,0.000000,0.000000,0.000000,1.434245
18.00,2.7728,2.7728,10000,206836572.301928,1.000000,0.000000,0.000000,0.000000,1.434276
18.00,2.7823,2.7823,10000,206827817.974829,1.000000,0.000000,0.000000,0.000000,1.434308
18.00,2.7918,2.7918,10000,206818973.389979,1.000000,0.000000,0.000000,0.000000,1.434340
18.00,2.8013,2.8013,10000,206810037.955708,1.000000,0.000000,0.000000,0.000000,1.434372
18.00,2.8108,2.8108,10000,206801011.043644,1.000000,0.000000,0.000000,0.000000,1.434404
18.00,2.8203,2.8203,10000,206791892.012703,1.000000,0.000000,0.000000,0.000000,1.434437
18.00,2.8298,2.8298,10000,206782680.261562,1.000000,0.000000,0.000000,0.000000,1.434470
18.00,2.8393,2.8393,10000,206773375.144163,1.000000,0.000000,0.000000,0.000000,1.434504
18.00,2.8488,2.8488,10000,206763976.027556,1.000000,0.000000,0.000000,0.000000,1.434537
18.00,2.8584,2.8584,10000,206754482.314881,1.000000,0.000000,0.000000,0.000000,1.434572
18.00,2.8679,2.8679,10000,206744893.339289,1.000000,0.000000,0.000000,0.000000,1.434606
18.00,2.8774,2.8774,10000,206735208.482024,1.000000,0.000000,0.000000,0.000000,1.434641
18.00,2.8869,2.8869,10000,206725427.090279,1.000000,0.000000,0.000000,0.000000,1.434676
18.00,2.8964,2.8964,10000,206715548.537632,1.000000,0.000000,0.000000,0.000000,1.434712
18.00,2.9059,2.9059,10000,206705572.185852,1.000000,0.000000,0.000000,0.000000,1.434748
18.00,2.9154,2.9154,10000,206695497.378438,1.000000,0.000000,0.000000,0.000000,1.434784
18.00,2.9249,2.9249,10000,206685323.480753,1.000000,0.000000,0.000000,0.000000,1.434821
18.00,2.9344,2.9344,10000,206675049.830379,1.000000,0.000000,0.000000,0.000000,1.434858
18.00,2.9439,2.9439,10000,206664675.797614,1.000000,0.000000,0.000000,0.000000,1.434895
18.00,2.9535,2.9535,10000,206654200.717256,1.000000,0.000000,0.000000,0.000000,1.434933
18.00,2.9630,2.9630,10000,206643623.909919,1.000000,0.000000,0.000000,0.000000,1.434971
18.00,2.9725,2.9725,10000,206632944.772738,1.000000,0.000000,0.000000,0.000000,1.435010
18.00,2.9820,2.9820,10000,206622162.606802,1.000000,0.000000,0.000000,0.000000,1.435048
18.00,2.9915,2.9915,10000,206611276.764700,1.000000,0.000000,0.000000,0.000000,1.435088
18.00,3.0010,3.0010,10000,206600286.586582,1.000000,0.000000,0.000000,0.000000,1.435127
18.00,3.0105,3.0105,10000,206589191.409858,1.000000,0.000000,0.000000,0.000000,1.435167
18.00,3.0200,3.0200,10000,206577990.558794,1.000000,0.000000,0.000000,0.000000,1.435208
18.00,3.0295,3.0295,10000,206566683.356647,1.000000,0.000000,0.000000,0.000000,1.435249
18.00,3.0390,3.0390,10000,206555269.144673,1.000000,0.000000,0.000000,0.000000,1.435290
18.00,3.0485,3.0485,10000,206543747.238724,1.000000,0.000000,0.000000,0.000000,1.435331
18.00,3.0581,3.0581,10000,206532116.985514,1.000000,0.000000,0.000000,0.000000,1.435373
18.00,3.0676,3.0676,10000,206520377.688122,1.000000,0.000000,0.000000,0.000000,1.435416
18.00,3.0771,3.0771,10000,206508528.665674,1.000000,0.000000,0.000000,0.000000,1.435459
18.00,3.0866,3.0866,10000,206496569.244658,1.000000,0.000000,0.000000,0.000000,1.435502
18.00,3.0961,3.0961,10000,206484498.742771,1.000000,0.000000,0.000000,0.000000,1.435545
18.00,3.1056,3.1056,10000,206472316.454572,1.000000,0.000000,0.000000,0.000000,1.435589
18.00,3.1151,3.1151,10000,206460021.720814,1.000000,0.000000,0.000000,0.000000,1.435634
18.00,3.1246,3.1246,10000,206447613.820558,1.000000,0.000000,0.000000,0.000000,1.435679
18.00,3.1341,3.1341,10000,206435092.087769,1.000000,0.000000,0.000000,0.000000,1.435724
18.00,3.1436,3.1436,10000,206422455.807562,1.000000,0.000000,0.000000,0.000000,1.435769
18.00,3.1532,3.1532,10000,206409704.279469,1.000000,0.000000,0.000000,0.000000,1.435816
18.00,3.1627,3.1627,10000,206396836.845900,1.000000,0.000000,0.000000,0.000000,1.435862
18.00,3.1722,3.1722,10000,206383852.749126,1.000000,0.000000,0.000000,0.000000,1.435909
18.00,3.1817,3.1817,10000,206370751.326778,1.000000,0.000000,0.000000,0.000000,1.435956
18.00,3.1912,3.1912,10000,206357531.854982,1.000000,0.000000,0.000000,0.000000,1.436004
