freq_GHz,a,b,D,C,p_opt1,p_opt2,sigma2_1,sigma2_2,mu
80.00,0.5856,0.5856,2000,236263880.716731,1.000000,0.000000,0.000000,0.000000,1.343100
80.00,0.5951,0.5951,2000,236219553.191284,1.000000,0.000000,0.000000,0.000000,1.343218
80.00,0.6046,0.6046,2000,236173047.640728,1.000000,0.000000,0.000000,0.000000,1.343342
80.00,0.6141,0.6141,2000,236124293.752099,1.000000,0.000000,0.000000,0.000000,1.343472
80.00,0.6236,0.6236,2000,236073220.096018,1.000000,0.000000,0.000000,0.000000,1.343608
80.00,0.6331,0.6331,2000,236019754.121887,1.000000,0.000000,0.000000,0.000000,1.343751
80.00,0.6426,0.6426,2000,235963822.087602,1.000000,0.000000,0.000000,0.000000,1.343900
80.00,0.6522,0.6522,2000,235905349.206078,1.000000,0.000000,0.000000,0.000000,1.344056
80.00,0.6617,0.6617,2000,235844259.474928,1.000000,0.000000,0.000000,0.000000,1.344219
80.00,0.6712,0.6712,2000,235780475.834077,1.000000,0.000000,0.000000,0.000000,1.344390
80.00,0.6807,0.6807,2000,235713920.012709,1.000000,0.000000,0.000000,0.000000,1.344568
80.00,0.6902,0.6902,2000,235644512.669999,1.000000,0.000000,0.000000,0.000000,1.344754
80.00,0.6997,0.6997,2000,235572173.258490,1.000000,0.000000,0.000000,0.000000,1.344947
80.00,0.7092,0.7092,2000,235496820.156998,1.000000,0.000000,0.000000,0.000000,1.345149
80.00,0.7187,0.7187,2000,235418370.539260,1.000000,0.000000,0.000000,0.000000,1.345360
80.00,0.7282,0.7282,2000,235336740.487710,1.000000,0.000000,0.000000,0.000000,1.345579
80.00,0.7377,0.7377,2000,235251844.919690,1.000000,0.000000,0.000000,0.000000,1.345807
80.00,0.7472,0.7472,2000,235163597.593413,1.000000,0.000000,0.000000,0.000000,1.346044
80.00,0.7568,0.7568,2000,235071911.138302,1.000000,0.000000,0.000000,0.000000,1.346291
80.00,0.7663,0.7663,2000,234976696.992746,1.000000,0.000000,0.000000,0.000000,1.346548
80.00,0.7758,0.7758,2000,234877865.520602,1.000000,0.000000,0.000000,0.000000,1.346814
80.00,0.7853,0.7853,2000,234775325.838770,1.000000,0.000000,0.000000,0.000000,1.347091
80.00,0.7948,0.7948,2000,234668985.958375,1.000000,0.000000,0.000000,0.000000,1.347378
80.00,0.8043,0.8043,2000,234558752.746240,1.000000,0.000000,0.000000,0.000000,1.347677
80.00,0.8138,0.8138,2000,234444531.843152,1.000000,0.000000,0.000000,0.000000,1.347986
80.00,0.8233,0.8233,2000,234326227.804623,1.000000,0.000000,0.000000,0.000000,1.348307
80.00,0.8328,0.8328,2000,234203743.965591,1.000000,0.000000,0.000000,0.000000,1.348639
80.00,0.8423,0.8423,2000,234076982.510982,1.000000,0.000000,0.000000,0.000000,1.348984
80.00,0.8519,0.8519,2000,233945844.444816,1.000000,0.000000,0.000000,0.000000,1.349340
80.00,0.8614,0.8614,2000,233810229.596906,1.000000,0.000000,0.000000,0.000000,1.349710
80.00,0.8709,0.8709,2000,233670036.653994,1.000000,0.000000,0.000000,0.000000,1.350092
80.00,0.8804,0.8804,2000,233525163.083416,1.000000,0.000000,0.000000,0.000000,1.350488
80.00,0.8899,0.8899,2000,233375505.174233,1.000000,0.000000,0.000000,0.000000,1.350898
80.00,0.8994,0.8994,2000,233220958.097349,1.000000,0.000000,0.000000,0.000000,1.351321
80.00,0.9089,0.9089,2000,233061415.699236,1.000000,0.000000,0.000000,0.000000,1.351759
80.00,0.9184,0.9184,2000,232896770.789185,1.000000,0.000000,0.000000,0.000000,1.352212
80.00,0.9279,0.9279,2000,232726914.865410,1.000000,0.000000,0.000000,0.000000,1.352679
80.00,0.9374,0.9374,2000,232551738.318320,1.000000,0.000000,0.000000,0.000000,1.353162
80.00,0.9469,0.9469,2000,232371130.265170,1.000000,0.000000,0.000000,0.000000,1.353661
80.00,0.9565,0.9565,2000,232184978.672319,1.000000,0.000000,0.000000,0.000000,1.354177
80.00,0.9660,0.9660,2000,231993170.286257,1.000000,0.000000,0.000000,0.000000,1.354709
80.00,0.9755,0.9755,2000,231795590.604407,1.000000,0.000000,0.000000,0.000000,1.355258
80.00,0.9850,0.9850,2000,231592124.007846,1.000000,0.000000,0.000000,0.000000,1.355824
80.00,0.9945,0.9945,2000,231382653.530789,1.000000,0.000000,0.000000,0.000000,1.356408
80.00,1.0040,1.0040,2000,231167061.134702,1.000000,0.000000,0.000000,0.000000,1.357011
80.00,1.0135,1.0135,2000,230945227.440376,1.000000,0.000000,0.000000,0.000000,1.357632
80.00,1.0230,1.0230,2000,230717031.894138,1.000000,0.000000,0.000000,0.000000,1.358273
80.00,1.0325,1.0325,2000,230482352.700390,1.000000,0.000000,0.000000,0.000000,1.358934
80.00,1.0420,1.0420,2000,230241066.884200,1.000000,0.000000,0.000000,0.000000,1.359614
80.00,1.0516,1.0516,2000,229993050.145328,1.000000,0.000000,0.000000,0.000000,1.360315
80.00,1.0611,1.0611,2000,229738176.982097,1.000000,0.000000,0.000000,0.000000,1.361038
80.00,1.0706,1.0706,2000,229476320.704079,1.000000,0.000000,0.000000,0.000000,1.361782
80.00,1.0801,1.0801,2000,229207353.265029,1.000000,0.000000,0.000000,0.000000,1.362549
80.00,1.0896,1.0896,2000,228931145.500917,1.000000,0.000000,0.000000,0.000000,1.363338
80.00,1.0991,1.0991,2000,228647566.839401,1.000000,0.000000,0.000000,0.000000,1.364150
80.00,1.1086,1.1086,2000,228356485.590553,1.000000,0.000000,0.000000,0.000000,1.364987
80.00,1.1181,1.1181,2000,228057768.774982,1.000000,0.000000,0.000000,0.000000,1.365848
80.00,1.1276,1.1276,2000,227751282.091346,1.000000,0.000000,0.000000,0.000000,1.366734
80.00,1.1371,1.1371,2000,227436890.010263,1.000000,0.000000,0.000000,0.000000,1.367645
80.00,1.1466,1.1466,2000,227114455.754400,1.000000,0.000000,0.000000,0.000000,1.368583
80.00,1.1562,1.1562,2000,226783841.216665,1.000000,0.000000,0.000000,0.000000,1.369548
80.00,1.1657,1.1657,2000,226444907.101126,1.000000,0.000000,0.000000,0.000000,1.370541
80.00,1.1752,1.1752,2000,226097512.766774,1.000000,0.000000,0.000000,0.000000,1.371562
80.00,1.1847,1.1847,2000,225741516.265105,1.000000,0.000000,0.000000,0.000000,1.372611
80.00,1.1942,1.1942,2000,225376774.484013,1.000000,0.000000,0.000000,0.000000,1.373691
80.00,1.2037,1.2037,2000,225003142.922828,1.000000,0.000000,0.000000,0.000000,1.374801
80.00,1.2132,1.2132,2000,224620475.818822,1.000000,0.000000,0.000000,0.000000,1.375942
80.00,1.2227,1.2227,2000,224228626.125297,1.000000,0.000000,0.000000,0.000000,1.377115
80.00,1.2322,1.2322,2000,223827445.521617,1.000000,0.000000,0.000000,0.000000,1.378321
80.00,1.2417,1.2417,2000,223416784.367010,1.000000,0.000000,0.000000,0.000000,1.379561
80.00,1.2513,1.2513,2000,222996491.751591,1.000000,0.000000,0.000000,0.000000,1.380835
80.00,1.2608,1.2608,2000,222566415.479167,1.000000,0.000000,0.000000,0.000000,1.382144
80.00,1.2703,1.2703,2000,222126402.028313,1.000000,0.000000,0.000000,0.000000,1.383489
80.00,1.2798,1.2798,2000,221676296.631425,1.000000,0.000000,0.000000,0.000000,1.384872
80.00,1.2893,1.2893,2000,221215943.143068,1.000000,0.000000,0.000000,0.000000,1.386292
80.00,1.2988,1.2988,2000,220745184.244539,1.000000,0.000000,0.000000,0.000000,1.387752
80.00,1.3083,1.3083,2000,220263861.246747,1.000000,0.000000,0.000000,0.000000,1.389252
80.00,1.3178,1.3178,2000,219771814.142096,1.000000,0.000000,0.000000,0.000000,1.390793
80.00,1.3273,1.3273,2000,219268881.740078,1.000000,0.000000,0.000000,0.000000,1.392376
80.00,1.3368,1.3368,2000,218754901.503524,1.000000,0.000000,0.000000,0.000000,1.394002
80.00,1.3463,1.3463,2000,218229709.639443,1.000000,0.000000,0.000000,0.000000,1.395673
80.00,1.3559,1.3559,2000,217693141.082696,1.000000,0.000000,0.000000,0.000000,1.397389
80.00,1.3654,1.3654,2000,217145029.410623,1.000000,0.000000,0.000000,0.000000,1.399152
80.00,1.3749,1.3749,2000,216585207.111511,1.000000,0.000000,0.000000,0.000000,1.400963
80.00,1.3844,1.3844,2000,216013505.238396,1.000000,0.000000,0.000000,0.000000,1.402824
80.00,1.3939,1.3939,2000,215429753.730672,1.000000,0.000000,0.000000,0.000000,1.404735
80.00,1.4034,1.4034,2000,214833781.235287,1.000000,0.000000,0.000000,0.000000,1.406699
80.00,1.4129,1.4129,2000,214225415.197908,1.000000,0.000000,0.000000,0.000000,1.408715
80.00,1.4224,1.4224,2000,213604481.786088,1.000000,0.000000,0.000000,0.000000,1.410787
80.00,1.4319,1.4319,2000,212970806.029849,1.000000,0.000000,0.000000,0.000000,1.412915
80.00,1.4414,1.4414,2000,212324211.723175,1.000000,0.000000,0.000000,0.000000,1.415102
80.00,1.4510,1.4510,2000,211664521.552292,1.000000,0.000000,0.000000,0.000000,1.417348
80.00,1.4605,1.4605,2000,210991556.968204,1.000000,0.000000,0.000000,0.000000,1.419656
80.00,1.4700,1.4700,2000,210305138.388521,1.000000,0.000000,0.000000,0.000000,1.422027
80.00,1.4795,1.4795,2000,209605084.967208,1.000000,0.000000,0.000000,0.000000,1.424462
80.00,1.4890,1.4890,2000,208891214.900216,1.000000,0.000000,0.000000,0.000000,1.426965
80.00,1.4985,1.4985,2000,208163345.192902,1.000000,0.000000,0.000000,0.000000,1.429537
80.00,1.5080,1.5080,2000,207421291.960252,1.000000,0.000000,0.000000,0.000000,1.432179
80.00,1.5175,1.5175,2000,206664870.166205,1.000000,0.000000,0.000000,0.000000,1.434895
80.00,1.5270,1.5270,2000,205893893.827539,1.000000,0.000000,0.000000,0.000000,1.437685
80.00,1.5365,1.5365,2000,205108176.063677,1.000000,0.000000,0.000000,0.000000,1.440553
80.00,1.5460,1.5460,2000,204307529.027503,1.000000,0.000000,0.000000,0.000000,1.443501
80.00,1.5556,1.5556,2000,203491764.070488,1.000000,0.000000,0.000000,0.000000,1.446531
80.00,1.5651,1.5651,2000,202683141.657446,0.983678,0.016322,0.000000,0.000000,1.433324
80.00,1.5746,1.5746,2000,201909809.525120,0.966633,0.033367,0.000000,0.000000,1.419481
80.00,1.5841,1.5841,2000,201170848.477099,0.950005,0.049995,0.000000,0.000000,1.406146
80.00,1.5936,1.5936,2000,200465241.057864,0.933779,0.066221,0.000000,0.000000,1.393305
80.00,1.6031,1.6031,2000,199791983.438477,0.917935,0.082065,0.000000,0.000000,1.380943
80.00,1.6126,1.6126,2000,199150086.238840,0.902458,0.097542,0.000000,0.000000,1.369047
80.00,1.6221,1.6221,2000,198538575.061863,0.887333,0.112667,0.000000,0.000000,1.357604
80.00,1.6316,1.6316,2000,197956491.372123,0.872542,0.127458,0.000000,0.000000,1.346602
80.00,1.6411,1.6411,2000,197402893.104122,0.858072,0.141928,0.000000,0.000000,1.336029
80.00,1.6507,1.6507,2000,196876855.497522,0.843907,0.156093,0.000000,0.000000,1.325875
80.00,1.6602,1.6602,2000,196377471.690382,0.830034,0.169966,0.000000,0.000000,1.316129
80.00,1.6697,1.6697,2000,195903853.682566,0.816438,0.183562,0.000000,0.000000,1.306781
80.00,1.6792,1.6792,2000,195455132.930750,0.803107,0.196893,0.000000,0.000000,1.297823
80.00,1.6887,1.6887,2000,195030461.219409,0.790027,0.209973,0.000000,0.000000,1.289244
80.00,1.6982,1.6982,2000,194629011.501878,0.777186,0.222814,0.000000,0.000000,1.281039
80.00,1.7077,1.7077,2000,194249978.678217,0.764571,0.235429,0.000000,0.000000,1.273197
80.00,1.7172,1.7172,2000,193892580.524170,0.752171,0.247829,0.000000,0.000000,1.265714
80.00,1.7267,1.7267,2000,193556058.491019,0.739972,0.260028,0.000000,0.000000,1.258581
80.00,1.7362,1.7362,2000,193239678.711997,0.727965,0.272035,0.000000,0.000000,1.251792
80.00,1.7457,1.7457,2000,192942732.895066,0.716137,0.283863,0.000000,0.000000,1.245343
80.00,1.7553,1.7553,2000,192664539.353874,0.704477,0.295523,0.000000,0.000000,1.239227
80.00,1.7648,1.7648,2000,192404444.003823,0.692974,0.307026,0.000000,0.000000,1.233440
80.00,1.7743,1.7743,2000,192161821.451669,0.681617,0.318383,0.000000,0.000000,1.227977
80.00,1.7838,1.7838,2000,191936076.081918,0.670395,0.329605,0.000000,0.000000,1.222835
80.00,1.7933,1.7933,2000,191726643.267215,0.659299,0.340701,0.000000,0.000000,1.218009
80.00,1.8028,1.8028,2000,191532990.580821,0.648316,0.351684,0.000000,0.000000,1.213498
80.00,1.8123,1.8123,2000,191354619.067470,0.637437,0.362563,0.000000,0.000000,1.209297
80.00,1.8218,1.8218,2000,191191064.595554,0.626651,0.373349,0.000000,0.000000,1.205406
80.00,1.8313,1.8313,2000,191041899.297485,0.615948,0.384052,0.000000,0.000000,1.201823
80.00,1.8408,1.8408,2000,190906733.025779,0.605317,0.394683,0.000000,0.000000,1.198545
80.00,1.8504,1.8504,2000,190785214.985792,0.594748,0.405252,0.000000,0.000000,1.195573
80.00,1.8599,1.8599,2000,190677035.338310,0.584229,0.415771,0.000000,0.000000,1.192906
80.00,1.8694,1.8694,2000,190581927.019739,0.573752,0.426248,0.000000,0.000000,1.190544
80.00,1.8789,1.8789,2000,190499667.560293,0.563304,0.436696,0.000000,0.000000,1.188487
80.00,1.8884,1.8884,2000,190430081.097722,0.552874,0.447126,0.000000,0.000000,1.186738
80.00,1.8979,1.8979,2000,190373040.424053,0.542453,0.457547,0.000000,0.000000,1.185297
80.00,1.9074,1.9074,2000,190328469.250722,0.532028,0.467972,0.000000,0.000000,1.184166
80.00,1.9169,1.9169,2000,190296344.539079,0.521588,0.478412,0.000000,0.000000,1.183349
80.00,1.9264,1.9264,2000,190276699.007836,0.511121,0.488879,0.000000,0.000000,1.182848
80.00,1.9359,1.9359,2000,190269623.800767,0.500616,0.499384,0.000000,0.000000,1.182668
80.00,1.9454,1.9454,2000,190275271.313951,0.509941,0.490059,0.000000,0.000000,1.182812
80.00,1.9550,1.9550,2000,190293858.210978,0.520561,0.479439,0.000000,0.000000,1.183286
80.00,1.9645,1.9645,2000,190325668.630684,0.531258,0.468742,0.000000,0.000000,1.184095
80.00,1.9740,1.9740,2000,190371057.606528,0.542045,0.457955,0.000000,0.000000,1.185247
80.00,1.9835,1.9835,2000,190430454.710673,0.552937,0.447063,0.000000,0.000000,1.186748
80.00,1.9930,1.9930,2000,190504367.939840,0.563948,0.436052,0.000000,0.000000,1.188606
80.00,2.0025,2.0025,2000,190593387.863610,0.575093,0.424907,0.000000,0.000000,1.190830
80.00,2.0120,2.0120,2000,190698192.037847,0.586389,0.413611,0.000000,0.000000,1.193429
80.00,2.0215,2.0215,2000,190819549.747750,0.597851,0.402149,0.000000,0.000000,1.196416
80.00,2.0310,2.0310,2000,190958327.032947,0.609498,0.390502,0.000000,0.000000,1.199800
80.00,2.0405,2.0405,2000,191115492.094967,0.621347,0.378653,0.000000,0.000000,1.203595
80.00,2.0501,2.0501,2000,191292121.038284,0.633419,0.366581,0.000000,0.000000,1.207816
80.00,2.0596,2.0596,2000,191489404.065067,0.645733,0.354267,0.000000,0.000000,1.212476
80.00,2.0691,2.0691,2000,191708652.032561,0.658311,0.341689,0.000000,0.000000,1.217593
80.00,2.0786,2.0786,2000,191951303.526288,0.671176,0.328824,0.000000,0.000000,1.223184
80.00,2.0881,2.0881,2000,192218932.406390,0.684352,0.315648,0.000000,0.000000,1.229269
80.00,2.0976,2.0976,2000,192513255.894588,0.697865,0.302135,0.000000,0.000000,1.235870
80.00,2.1071,2.1071,2000,192836143.247905,0.711742,0.288258,0.000000,0.000000,1.243009
80.00,2.1166,2.1166,2000,193189625.019072,0.726013,0.273987,0.000000,0.000000,1.250711
80.00,2.1261,2.1261,2000,193575903.028849,0.740708,0.259292,0.000000,0.000000,1.259005
80.00,2.1356,2.1356,2000,193997361.085054,0.755863,0.244137,0.000000,0.000000,1.267918
80.00,2.1451,2.1451,2000,194456576.398589,0.771512,0.228488,0.000000,0.000000,1.277484
80.00,2.1547,2.1547,2000,194956331.887592,0.787694,0.212306,0.000000,0.000000,1.287737
80.00,2.1642,2.1642,2000,195499629.487732,0.804451,0.195549,0.000000,0.000000,1.298716
80.00,2.1737,2.1737,2000,196089704.265913,0.821829,0.178171,0.000000,0.000000,1.310463
80.00,2.1832,2.1832,2000,196730039.837307,0.839875,0.160125,0.000000,0.000000,1.323022
80.00,2.1927,2.1927,2000,197424384.724336,0.858642,0.141358,0.000000,0.000000,1.336443
80.00,2.2022,2.2022,2000,198176770.176742,0.878188,0.121812,0.000000,0.000000,1.350779
80.00,2.2117,2.2117,2000,198991529.193433,0.898575,0.101425,0.000000,0.000000,1.366091
80.00,2.2212,2.2212,2000,199873317.266670,0.919870,0.080130,0.000000,0.000000,1.382443
80.00,2.2307,2.2307,2000,200827134.597187,0.942147,0.057853,0.000000,0.000000,1.399906
80.00,2.2402,2.2402,2000,201858350.075747,0.965487,0.034513,0.000000,0.000000,1.418557
80.00,2.2497,2.2497,2000,202972727.495406,0.989978,0.010022,0.000000,0.000000,1.438482
80.00,2.2593,2.2593,2000,204156386.047852,1.000000,0.000000,0.000000,0.000000,1.444060
80.00,2.2688,2.2688,2000,205331762.562649,1.000000,0.000000,0.000000,0.000000,1.439735
80.00,2.2783,2.2783,2000,206490185.313278,1.000000,0.000000,0.000000,0.000000,1.435525
80.00,2.2878,2.2878,2000,207631387.388324,1.000000,0.000000,0.000000,0.000000,1.431429
80.00,2.2973,2.2973,2000,208755102.642440,1.000000,0.000000,0.000000,0.000000,1.427444
80.00,2.3068,2.3068,2000,209861065.515604,1.000000,0.000000,0.000000,0.000000,1.423570
80.00,2.3163,2.3163,2000,210949010.863664,1.000000,0.000000,0.000000,0.000000,1.419802
80.00,2.3258,2.3258,2000,212018674.208600,1.000000,0.000000,0.000000,0.000000,1.416140
80.00,2.3353,2.3353,2000,213069791.145966,1.000000,0.000000,0.000000,0.000000,1.412582
80.00,2.3448,2.3448,2000,214102097.923620,1.000000,0.000000,0.000000,0.000000,1.409126
80.00,2.3544,2.3544,2000,215115330.754307,1.000000,0.000000,0.000000,0.000000,1.405769
80.00,2.3639,2.3639,2000,216109226.175527,1.000000,0.000000,0.000000,0.000000,1.402512
80.00,2.3734,2.3734,2000,217083520.810729,1.000000,0.000000,0.000000,0.000000,1.399351
80.00,2.3829,2.3829,2000,218037951.242796,1.000000,0.000000,0.000000,0.000000,1.396285
80.00,2.3924,2.3924,2000,218972254.053804,1.000000,0.000000,0.000000,0.000000,1.393313
80.00,2.4019,2.4019,2000,219886165.725351,1.000000,0.000000,0.000000,0.000000,1.390434
80.00,2.4114,2.4114,2000,220779422.472727,1.000000,0.000000,0.000000,0.000000,1.387646
80.00,2.4209,2.4209,2000,221651760.299774,1.000000,0.000000,0.000000,0.000000,1.384947
80.00,2.4304,2.4304,2000,222502914.888878,1.000000,0.000000,0.000000,0.000000,1.382338
80.00,2.4399,2.4399,2000,223332621.438148,1.000000,0.000000,0.000000,0.000000,1.379815
80.00,2.4494,2.4494,2000,224140614.678762,1.000000,0.000000,0.000000,0.000000,1.377379
80.00,2.4590,2.4590,2000,224926628.828845,1.000000,0.000000,0.000000,0.000000,1.375029
80.00,2.4685,2.4685,2000,225690397.395555,1.000000,0.000000,0.000000,0.000000,1.372763
80.00,2.4780,2.4780,2000,226431653.245607,1.000000,0.000000,0.000000,0.000000,1.370580
80.00,2.4875,2.4875,2000,227150128.342824,1.000000,0.000000,0.000000,0.000000,1.368479
80.00,2.4970,2.4970,2000,227845553.879016,1.000000,0.000000,0.000000,0.000000,1.366461
80.00,2.5065,2.5065,2000,228517660.114919,1.000000,0.000000,0.000000,0.000000,1.364523
80.00,2.5160,2.5160,2000,229166176.227356,1.000000,0.000000,0.000000,0.000000,1.362666
80.00,2.5255,2.5255,2000,229790830.324126,1.000000,0.000000,0.000000,0.000000,1.360889
80.00,2.5350,2.5350,2000,230391349.377421,1.000000,0.000000,0.000000,0.000000,1.359190
80.00,2.5445,2.5445,2000,230967459.086850,1.000000,0.000000,0.000000,0.000000,1.357570
80.00,2.5541,2.5541,2000,231518883.824059,1.000000,0.000000,0.000000,0.000000,1.356028
80.00,2.5636,2.5636,2000,232045346.606935,1.000000,0.000000,0.000000,0.000000,1.354564
80.00,2.5731,2.5731,2000,232546568.951018,1.000000,0.000000,0.000000,0.000000,1.353177
80.00,2.5826,2.5826,2000,233022270.849298,1.000000,0.000000,0.000000,0.000000,1.351867
80.00,2.5921,2.5921,2000,233472170.625655,1.000000,0.000000,0.000000,0.000000,1.350633
80.00,2.6016,2.6016,2000,233895984.966293,1.000000,0.000000,0.000000,0.000000,1.349476
80.00,2.6111,2.6111,2000,234293428.780873,1.000000,0.000000,0.000000,0.000000,1.348396
80.00,2.6206,2.6206,2000,234664215.067973,1.000000,0.000000,0.000000,0.000000,1.347391
80.00,2.6301,2.6301,2000,235008055.022857,1.000000,0.000000,0.000000,0.000000,1.346463
80.00,2.6396,2.6396,2000,235324657.734114,1.000000,0.000000,0.000000,0.000000,1.345611
80.00,2.6491,2.6491,2000,235613730.271108,1.000000,0.000000,0.000000,0.000000,1.344836
80.00,2.6587,2.6587,2000,235874977.631990,1.000000,0.000000,0.000000,0.000000,1.344137
80.00,2.6682,2.6682,2000,236108102.471384,1.000000,0.000000,0.000000,0.000000,1.343515
80.00,2.6777,2.6777,2000,236312805.271047,1.000000,0.000000,0.000000,0.000000,1.342970
80.00,2.6872,2.6872,2000,236488784.095950,1.000000,0.000000,0.000000,0.000000,1.342502
80.00,2.6967,2.6967,2000,236635734.638971,1.000000,0.000000,0.000000,0.000000,1.342112
80.00,2.7062,2.7062,2000,236753350.047097,1.000000,0.000000,0.000000,0.000000,1.341800
80.00,2.7157,2.7157,2000,236841320.946352,1.000000,0.000000,0.000000,0.000000,1.341567
80.00,2.7252,2.7252,2000,236899335.351679,1.000000,0.000000,0.000000,0.000000,1.341414
80.00,2.7347,2.7347,2000,236927078.505623,1.000000,0.000000,0.000000,0.000000,1.341340
80.00,2.7442,2.7442,2000,236924233.032899,1.000000,0.000000,0.000000,0.000000,1.341348
80.00,2.7538,2.7538,2000,236890478.588346,1.000000,0.000000,0.000000,0.000000,1.341437
80.00,2.7633,2.7633,2000,236825492.062938,1.000000,0.000000,0.000000,0.000000,1.341609
80.00,2.7728,2.7728,2000,236728947.374595,1.000000,0.000000,0.000000,0.000000,1.341865
80.00,2.7823,2.7823,2000,236600515.476055,1.000000,0.000000,0.000000,0.000000,1.342205
80.00,2.7918,2.7918,2000,236439864.215628,1.000000,0.000000,0.000000,0.000000,1.342632
80.00,2.8013,2.8013,2000,236246658.431854,1.000000,0.000000,0.000000,0.000000,1.343146
80.00,2.8108,2.8108,2000,236020559.748146,1.000000,0.000000,0.000000,0.000000,1.343748
80.00,2.8203,2.8203,2000,235761226.668810,1.000000,0.000000,0.000000,0.000000,1.344441
80.00,2.8298,2.8298,2000,235468314.441813,1.000000,0.000000,0.000000,0.000000,1.345226
80.00,2.8393,2.8393,2000,235141475.112815,1.000000,0.000000,0.000000,0.000000,1.346104
80.00,2.8488,2.8488,2000,234780357.346212,1.000000,0.000000,0.000000,0.000000,1.347078
80.00,2.8584,2.8584,2000,234384606.581995,1.000000,0.000000,0.000000,0.000000,1.348148
80.00,2.8679,2.8679,2000,233953864.886074,1.000000,0.000000,0.000000,0.000000,1.349319
80.00,2.8774,2.8774,2000,233487770.988215,1.000000,0.000000,0.000000,0.000000,1.350591
80.00,2.8869,2.8869,2000,232985960.268542,1.000000,0.000000,0.000000,0.000000,1.351966
80.00,2.8964,2.8964,2000,232448064.767320,1.000000,0.000000,0.000000,0.000000,1.353449
80.00,2.9059,2.9059,2000,231873713.180646,1.000000,0.000000,0.000000,0.000000,1.355040
80.00,2.9154,2.9154,2000,231262530.852338,1.000000,0.000000,0.000000,0.000000,1.356744
80.00,2.9249,2.9249,2000,230614139.832494,1.000000,0.000000,0.000000,0.000000,1.358562
80.00,2.9344,2.9344,2000,229928158.997979,1.000000,0.000000,0.000000,0.000000,1.360499
80.00,2.9439,2.9439,2000,229204203.882922,1.000000,0.000000,0.000000,0.000000,1.362558
80.00,2.9535,2.9535,2000,228441886.919439,1.000000,0.000000,0.000000,0.000000,1.364741
80.00,2.9630,2.9630,2000,227640817.509060,1.000000,0.000000,0.000000,0.000000,1.367054
80.00,2.9725,2.9725,2000,226800602.025386,1.000000,0.000000,0.000000,0.000000,1.369499
80.00,2.9820,2.9820,2000,225920843.990420,1.000000,0.000000,0.000000,0.000000,1.372082
80.00,2.9915,2.9915,2000,225001144.134965,1.000000,0.000000,0.000000,0.000000,1.374807
80.00,3.0010,3.0010,2000,224041100.583498,1.000000,0.000000,0.000000,0.000000,1.377678
80.00,3.0105,3.0105,2000,223040309.045534,1.000000,0.000000,0.000000,0.000000,1.380702
80.00,3.0200,3.0200,2000,221998362.932909,1.000000,0.000000,0.000000,0.000000,1.383882
80.00,3.0295,3.0295,2000,220914853.670574,1.000000,0.000000,0.000000,0.000000,1.387225
80.00,3.0390,3.0390,2000,219789370.736435,1.000000,0.000000,0.000000,0.000000,1.390738
80.00,3.0485,3.0485,2000,218621502.211289,1.000000,0.000000,0.000000,0.000000,1.394426
80.00,3.0581,3.0581,2000,217410834.859155,1.000000,0.000000,0.000000,0.000000,1.398296
80.00,3.0676,3.0676,2000,216156954.552092,1.000000,0.000000,0.000000,0.000000,1.402356
80.00,3.0771,3.0771,2000,214859446.686381,1.000000,0.000000,0.000000,0.000000,1.406614
80.00,3.0866,3.0866,2000,213517896.319347,1.000000,0.000000,0.000000,0.000000,1.411077
80.00,3.0961,3.0961,2000,212131889.151279,1.000000,0.000000,0.000000,0.000000,1.415755
80.00,3.1056,3.1056,2000,210701011.502137,1.000000,0.000000,0.000000,0.000000,1.420657
80.00,3.1151,3.1151,2000,209224851.126765,1.000000,0.000000,0.000000,0.000000,1.425793
80.00,3.1246,3.1246,2000,207702997.978278,1.000000,0.000000,0.000000,0.000000,1.431173
80.00,3.1341,3.1341,2000,206135044.386364,1.000000,0.000000,0.000000,0.000000,1.436810
80.00,3.1436,3.1436,2000,204520586.413717,1.000000,0.000000,0.000000,0.000000,1.442714
80.00,3.1532,3.1532,2000,202871733.163316,0.987788,0.012212,0.000000,0.000000,1.436687
80.00,3.1627,3.1627,2000,201336940.948545,0.953777,0.046223,0.000000,0.000000,1.409156
80.00,3.1722,3.1722,2000,199949610.195027,0.921682,0.078318,0.000000,0.000000,1.383850
80.00,3.1817,3.1817,2000,198697966.691980,0.891317,0.108683,0.000000,0.000000,1.360600
80.00,3.1912,3.1912,2000,197571075.822764,0.862516,0.137484,0.000000,0.000000,1.339256
80.00,3.2007,3.2007,2000,196558797.653394,0.835126,0.164874,0.000000,0.000000,1.319683
80.00,3.2102,3.2102,2000,195651746.538791,0.809010,0.190990,0.000000,0.000000,1.301764
80.00,3.2197,3.2197,2000,194841254.781365,0.784041,0.215959,0.000000,0.000000,1.285393
80.00,3.2292,3.2292,2000,194119339.946302,0.760104,0.239896,0.000000,0.000000,1.270476
80.00,3.2387,3.2387,2000,193478675.832040,0.737092,0.262908,0.000000,0.000000,1.256932
80.00,3.2482,3.2482,2000,192912566.855289,0.714907,0.285093,0.000000,0.000000,1.244687
80.00,3.2578,3.2578,2000,192414925.489092,0.693456,0.306544,0.000000,0.000000,1.233678
80.00,3.2673,3.2673,2000,191980252.928359,0.672654,0.327346,0.000000,0.000000,1.223849
80.00,3.2768,3.2768,2000,191603622.654487,0.652420,0.347580,0.000000,0.000000,1.215153
